date,home_team,away_team,home_team_last_5_games,away_team_last_5_games,home_elo_rating,away_elo_rating,result
2021-03-30,Montenegro,Norway,10,7,1531,1763,lose
2021-03-30,Turkey,Latvia,10,5,1752,1261,tie
2021-03-30,Cyprus,Slovenia,7,7,1326,1628,win
2021-03-30,Croatia,Malta,6,5,1859,1214,win
2021-03-30,Slovakia,Russia,8,6,1664,1743,win
2021-03-30,Saudi Arabia,Palestine,9,4,1555,1403,win
2021-03-30,Japan,Mongolia,12,1,1744,733,win
2021-03-30,Central African Republic,Mauritania,1,8,1331,1337,lose
2021-03-30,Morocco,Burundi,11,8,1681,1250,win
2021-03-30,Cameroon,Rwanda,8,6,1604,1268,tie
2021-03-30,Mozambique,Cape Verde,0,8,1289,1384,lose
2021-03-30,Guinea-Bissau,Congo,6,5,1295,1375,win
2021-03-30,Senegal,Eswatini,8,2,1755,1122,tie
2021-03-30,Ivory Coast,Ethiopia,10,9,1617,1273,win
2021-03-30,Madagascar,Niger,2,7,1421,1254,tie
2021-03-30,Nigeria,Lesotho,9,2,1668,1295,win
2021-03-31,Sweden,Estonia,12,1,1820,1382,win
2021-03-31,Switzerland,Finland,13,5,1870,1707,win
2021-03-31,Spain,Kosovo,11,6,2050,1491,win
2021-03-31,Greece,Georgia,9,2,1626,1506,tie
2021-03-31,Northern Ireland,Bulgaria,2,2,1585,1504,tie
2021-03-31,Lithuania,Italy,3,15,1370,1997,lose
2021-03-31,Bosnia and Herzegovina,France,2,13,1634,2091,lose
2021-03-31,Ukraine,Kazakhstan,3,2,1834,1333,tie
2021-03-31,Scotland,Faroe Islands,5,3,1659,1261,win
2021-03-31,Austria,Denmark,8,12,1786,1927,lose
2021-03-31,Moldova,Israel,1,7,1226,1591,lose
2021-03-31,England,Poland,12,4,1961,1812,win
2021-03-31,Andorra,Hungary,0,11,1036,1744,lose
2021-03-31,San Marino,Albania,1,12,830,1556,lose
2021-03-31,Armenia,Romania,15,7,1522,1666,win
2021-03-31,Germany,North Macedonia,9,9,1955,1569,lose
2021-03-31,Liechtenstein,Iceland,1,3,1115,1633,lose
2021-05-23,Ukraine,Bahrain,4,10,1834,1564,tie
2021-05-24,Iraq,Tajikistan,11,7,1627,1229,tie
2021-05-24,United Arab Emirates,Jordan,10,7,1429,1492,win
2021-05-25,Indonesia,Afghanistan,0,7,1120,1140,lose
2021-05-25,Oman,Thailand,8,5,1504,1361,win
2021-05-27,Turkey,Azerbaijan,10,1,1752,1383,win
2021-05-28,Bahrain,Malaysia,10,9,1564,1205,win
2021-05-28,Italy,San Marino,15,1,1997,830,win
2021-05-28,Japan,Myanmar,12,6,1744,1051,win
2021-05-29,Indonesia,Oman,0,8,1120,1504,lose
2021-05-29,Iraq,Nepal,11,5,1627,910,win
2021-05-29,Mexico,Iceland,12,3,1928,1633,win
2021-05-29,Singapore,Afghanistan,4,5,1161,1140,tie
2021-05-29,Sweden,Finland,12,2,1820,1707,win
2021-05-29,Thailand,Tajikistan,5,8,1361,1229,tie
2021-05-30,Malta,Northern Ireland,2,5,1214,1585,lose
2021-05-30,Switzerland,United States,15,12,1870,1745,win
2021-05-31,Jordan,Vietnam,8,11,1492,1411,tie
2021-05-31,Turkey,Guinea,11,8,1752,1434,tie
2021-06-01,Croatia,Armenia,7,13,1859,1522,tie
2021-06-01,Kosovo,San Marino,9,0,1491,830,win
2021-06-01,North Macedonia,Slovenia,7,5,1569,1628,tie
2021-06-01,Poland,Russia,5,7,1812,1743,tie
2021-06-01,Slovakia,Bulgaria,6,3,1664,1504,tie
2021-06-01,Lithuania,Estonia,3,4,1370,1382,lose
2021-06-02,Belarus,Azerbaijan,4,3,1496,1383,lose
2021-06-02,Bosnia and Herzegovina,Montenegro,3,10,1634,1531,tie
2021-06-02,England,Austria,15,5,1961,1786,win
2021-06-02,France,Wales,13,9,2091,1828,win
2021-06-02,Germany,Denmark,7,10,1955,1927,tie
2021-06-02,Mozambique,Lesotho,3,2,1289,1295,win
2021-06-02,Netherlands,Scotland,10,6,1994,1659,tie
2021-06-02,Norway,Luxembourg,10,4,1763,1363,win
2021-06-02,Romania,Georgia,4,5,1666,1506,lose
2021-06-02,Cayman Islands,Aruba,3,3,913,890,lose
2021-06-02,Cuba,British Virgin Islands,6,0,1268,608,win
2021-06-02,Dominica,Anguilla,6,0,1021,546,win
2021-06-02,Puerto Rico,Bahamas,7,4,974,897,win
2021-06-03,Algeria,Mauritania,11,5,1747,1337,win
2021-06-03,Belgium,Greece,11,7,2110,1626,tie
2021-06-03,Switzerland,Liechtenstein,15,1,1870,1115,win
2021-06-03,Turkey,Moldova,11,1,1752,1226,win
2021-06-03,Ukraine,Northern Ireland,7,4,1834,1585,win
2021-06-03,Mexico,Costa Rica,10,3,1928,1621,tie
2021-06-03,United States,Honduras,12,2,1745,1610,win
2021-06-03,Nepal,Taiwan,8,0,910,943,win
2021-06-03,Iran,Hong Kong,12,3,1763,1172,win
2021-06-03,Bahrain,Cambodia,10,1,1564,840,win
2021-06-03,Palestine,Singapore,6,4,1403,1161,win
2021-06-03,Bangladesh,Afghanistan,3,6,848,1140,tie
2021-06-03,United Arab Emirates,Malaysia,10,9,1429,1205,win
2021-06-03,Thailand,Indonesia,3,1,1361,1120,tie
2021-06-03,Bolivia,Venezuela,4,3,1583,1802,win
2021-06-03,Uruguay,Paraguay,7,7,1953,1769,tie
2021-06-03,Argentina,Chile,11,8,1994,1813,tie
2021-06-03,Peru,Colombia,1,7,1792,1896,lose
2021-06-03,Kuwait,Australia,1,15,1421,1713,lose
2021-06-03,Qatar,India,13,2,1638,1193,win
2021-06-04,Faroe Islands,Iceland,2,6,1261,1633,lose
2021-06-04,Finland,Estonia,2,6,1707,1382,lose
2021-06-04,Hungary,Cyprus,13,4,1744,1326,win
2021-06-04,Italy,Czech Republic,15,7,1997,1760,win
2021-06-04,Kosovo,Malta,9,1,1491,1214,win
2021-06-04,Nigeria,Cameroon,8,10,1668,1604,lose
2021-06-04,North Macedonia,Kazakhstan,10,1,1569,1333,win
2021-06-04,Rwanda,Central African Republic,9,1,1268,1331,win
2021-06-04,Slovenia,Gibraltar,7,1,1628,1094,win
2021-06-04,Spain,Portugal,11,11,2050,2038,tie
2021-06-04,Latvia,Lithuania,7,0,1261,1370,win
2021-06-04,Maldives,Syria,3,6,948,1486,lose
2021-06-04,Antigua and Barbuda,Grenada,10,7,1156,1211,win
2021-06-04,Suriname,Bermuda,15,4,1313,1295,win
2021-06-04,Dominican Republic,Barbados,8,4,1182,1100,tie
2021-06-04,Nicaragua,Belize,8,6,1208,1138,win
2021-06-04,Saint Kitts and Nevis,Guyana,10,7,1197,1218,win
2021-06-04,Brazil,Ecuador,15,12,2135,1826,win
2021-06-05,Guinea,Togo,5,4,1434,1293,lose
2021-06-05,Ivory Coast,Burkina Faso,13,8,1617,1550,win
2021-06-05,Montenegro,Israel,7,10,1531,1591,lose
2021-06-05,Niger,Gambia,4,9,1254,1355,lose
2021-06-05,Russia,Bulgaria,10,2,1743,1504,win
2021-06-05,Senegal,Zambia,11,7,1755,1445,win
2021-06-05,Sweden,Armenia,15,10,1820,1522,win
2021-06-05,Tunisia,DR Congo,13,7,1615,1500,win
2021-06-05,Wales,Albania,7,10,1828,1556,tie
2021-06-05,Saudi Arabia,Yemen,12,1,1555,1210,win
2021-06-05,Lebanon,Sri Lanka,5,0,1397,664,win
2021-06-05,South Korea,Turkmenistan,9,7,1773,1269,win
2021-06-05,Aruba,Canada,3,12,890,1599,lose
2021-06-05,British Virgin Islands,Curaçao,0,10,608,1412,lose
2021-06-05,Panama,Anguilla,10,0,1533,546,win
2021-06-05,Turks and Caicos Islands,Haiti,3,8,800,1557,lose
2021-06-05,Bahamas,Trinidad and Tobago,2,5,897,1345,tie
2021-06-06,Algeria,Mali,11,9,1747,1573,win
2021-06-06,Austria,Slovakia,5,7,1786,1664,tie
2021-06-06,Belgium,Croatia,11,7,2110,1859,win
2021-06-06,Denmark,Bosnia and Herzegovina,13,3,1927,1634,win
2021-06-06,England,Romania,15,3,1961,1666,win
2021-06-06,Luxembourg,Scotland,3,9,1363,1659,lose
2021-06-06,Moldova,Azerbaijan,4,3,1226,1383,win
2021-06-06,Netherlands,Georgia,10,4,1994,1506,win
2021-06-06,Norway,Greece,9,9,1763,1626,lose
2021-06-06,Honduras,Costa Rica,2,3,1610,1621,tie
2021-06-06,United States,Mexico,12,7,1745,1928,win
2021-06-07,Andorra,Gibraltar,1,1,1036,1094,tie
2021-06-07,Faroe Islands,Liechtenstein,4,0,1261,1115,win
2021-06-07,Germany,Latvia,10,4,1955,1261,win
2021-06-07,Rwanda,Central African Republic,11,1,1268,1331,win
2021-06-07,Serbia,Jamaica,9,5,1789,1583,tie
2021-06-07,Ukraine,Cyprus,9,4,1834,1326,win
2021-06-07,Guam,Syria,0,6,736,1486,lose
2021-06-07,Nepal,Jordan,7,10,910,1492,lose
2021-06-07,Australia,Taiwan,15,0,1713,943,win
2021-06-07,Iraq,Cambodia,13,1,1627,840,win
2021-06-07,Uzbekistan,Singapore,6,4,1552,1161,win
2021-06-07,Bangladesh,India,2,4,848,1193,lose
2021-06-07,Kyrgyzstan,Mongolia,4,4,1273,733,lose
2021-06-07,Japan,Tajikistan,12,8,1744,1229,win
2021-06-07,United Arab Emirates,Thailand,13,3,1429,1361,win
2021-06-07,Vietnam,Indonesia,11,1,1411,1120,win
2021-06-07,Bahrain,Iran,7,15,1564,1763,lose
2021-06-07,Qatar,Oman,13,8,1638,1504,win
2021-06-08,Benin,Zambia,8,5,1476,1445,tie
2021-06-08,Cameroon,Nigeria,8,8,1604,1668,tie
2021-06-08,Czech Republic,Albania,7,7,1760,1556,win
2021-06-08,France,Bulgaria,13,2,2091,1504,win
2021-06-08,Gambia,Togo,12,4,1355,1293,win
2021-06-08,Kosovo,Guinea,6,7,1491,1434,lose
2021-06-08,Morocco,Ghana,13,7,1681,1603,win
2021-06-08,Mozambique,Eswatini,4,3,1289,1122,tie
2021-06-08,Poland,Iceland,6,7,1812,1633,tie
2021-06-08,Senegal,Cape Verde,11,8,1755,1384,win
2021-06-08,Spain,Lithuania,11,0,2050,1370,win
2021-06-08,Grenada,Montserrat,6,11,1211,860,lose
2021-06-08,El Salvador,Antigua and Barbuda,10,7,1478,1156,win
2021-06-08,Canada,Suriname,12,12,1599,1313,win
2021-06-08,Bermuda,Cayman Islands,4,1,1295,913,tie
2021-06-08,Curaçao,Guatemala,10,13,1412,1486,tie
2021-06-08,Barbados,Dominica,5,7,1100,1021,tie
2021-06-08,Panama,Dominican Republic,13,8,1533,1182,win
2021-06-08,Haiti,Nicaragua,10,7,1557,1208,win
2021-06-08,Guyana,Puerto Rico,4,7,1218,974,lose
2021-06-08,Trinidad and Tobago,Saint Kitts and Nevis,8,9,1345,1197,win
2021-06-08,Ecuador,Peru,9,3,1826,1792,lose
2021-06-08,Colombia,Argentina,5,9,1896,1994,tie
2021-06-08,Venezuela,Uruguay,4,5,1802,1953,tie
2021-06-08,Paraguay,Brazil,6,15,1769,2135,lose
2021-06-08,Chile,Bolivia,8,5,1813,1583,tie
2021-06-09,Turkmenistan,Lebanon,10,4,1269,1397,win
2021-06-09,Niger,Congo,1,8,1254,1375,lose
2021-06-09,Portugal,Israel,11,7,2038,1591,win
2021-06-09,United States,Costa Rica,12,3,1745,1621,win
2021-06-09,South Korea,Sri Lanka,9,0,1773,664,win
2021-06-10,Estonia,Latvia,9,4,1382,1261,win
2021-06-10,South Africa,Uganda,10,4,1515,1482,win
2021-06-11,Philippines,Guam,7,0,1155,736,win
2021-06-11,Nepal,Australia,6,15,910,1713,lose
2021-06-11,Kuwait,Jordan,2,8,1421,1492,tie
2021-06-11,Cambodia,Iran,1,15,840,1763,lose
2021-06-11,Hong Kong,Iraq,0,13,1172,1627,lose
2021-06-11,Yemen,Uzbekistan,1,9,1210,1552,lose
2021-06-11,Afghanistan,Oman,5,10,1140,1504,lose
2021-06-11,Myanmar,Kyrgyzstan,6,4,1051,1273,lose
2021-06-11,Malaysia,Vietnam,6,11,1205,1411,lose
2021-06-11,Japan,Serbia,15,8,1744,1789,win
2021-06-11,DR Congo,Mali,7,7,1500,1573,tie
2021-06-11,Guinea,Niger,7,1,1434,1254,win
2021-06-11,Kosovo,Gambia,9,9,1491,1355,win
2021-06-11,Mauritania,Liberia,7,4,1337,1325,win
2021-06-11,Tunisia,Algeria,10,13,1615,1747,lose
2021-06-11,Italy,Turkey,15,8,1997,1752,win
2021-06-11,Saudi Arabia,Singapore,12,4,1555,1161,win
2021-06-11,United Arab Emirates,Indonesia,15,1,1429,1120,win
2021-06-12,Haiti,Canada,10,15,1557,1599,lose
2021-06-12,Panama,Curaçao,15,10,1533,1412,win
2021-06-12,Saint Kitts and Nevis,El Salvador,9,13,1197,1478,lose
2021-06-12,Ghana,Ivory Coast,5,11,1603,1617,tie
2021-06-12,Mexico,Honduras,8,3,1928,1610,tie
2021-06-12,Morocco,Burkina Faso,13,5,1681,1550,win
2021-06-12,Wales,Switzerland,8,13,1828,1870,tie
2021-06-12,Denmark,Finland,10,4,1927,1707,lose
2021-06-12,Russia,Belgium,7,11,1743,2110,lose
2021-06-13,South Korea,Lebanon,12,4,1773,1397,win
2021-06-13,Sudan,Zambia,9,8,1329,1445,lose
2021-06-13,Tanzania,Malawi,7,7,1292,1335,win
2021-06-13,Austria,North Macedonia,7,10,1786,1569,win
2021-06-13,Netherlands,Ukraine,13,8,1994,1834,win
2021-06-13,England,Croatia,15,7,1961,1859,win
2021-06-13,Brazil,Venezuela,15,4,2135,1802,win
2021-06-13,Colombia,Ecuador,7,6,1896,1826,win
2021-06-14,Libya,Liberia,0,6,1399,1325,lose
2021-06-14,Scotland,Czech Republic,8,7,1659,1760,lose
2021-06-14,Poland,Slovakia,5,9,1812,1664,lose
2021-06-14,Spain,Sweden,11,13,2050,1820,tie
2021-06-14,Argentina,Chile,7,6,1994,1813,tie
2021-06-14,Paraguay,Bolivia,6,4,1769,1583,win
2021-06-15,Philippines,Maldives,7,4,1155,948,tie
2021-06-15,Australia,Jordan,15,5,1713,1492,win
2021-06-15,Bahrain,Hong Kong,10,0,1564,1172,win
2021-06-15,Iran,Iraq,15,10,1763,1627,win
2021-06-15,Palestine,Yemen,9,1,1403,1210,win
2021-06-15,Saudi Arabia,Uzbekistan,15,9,1555,1552,win
2021-06-15,Bangladesh,Oman,2,12,848,1504,lose
2021-06-15,India,Afghanistan,5,6,1193,1140,tie
2021-06-15,Tajikistan,Myanmar,8,6,1229,1051,win
2021-06-15,Japan,Kyrgyzstan,15,4,1744,1273,win
2021-06-15,Thailand,Malaysia,2,6,1361,1205,lose
2021-06-15,United Arab Emirates,Vietnam,15,8,1429,1411,win
2021-06-15,Canada,Haiti,15,9,1599,1557,win
2021-06-15,Curaçao,Panama,8,13,1412,1533,tie
2021-06-15,El Salvador,Saint Kitts and Nevis,13,6,1478,1197,win
2021-06-15,Tunisia,Mali,12,4,1615,1573,win
2021-06-15,Hungary,Portugal,10,11,1744,2038,lose
2021-06-15,Germany,France,7,15,1955,2091,lose
2021-06-15,Kuwait,Taiwan,5,0,1421,943,win
2021-06-15,Sierra Leone,Benin,6,5,1345,1476,win
2021-06-16,Turkey,Wales,7,8,1752,1828,lose
2021-06-16,Italy,Switzerland,15,10,1997,1870,win
2021-06-16,Russia,Finland,7,3,1743,1707,win
2021-06-17,Denmark,Belgium,7,13,1927,2110,lose
2021-06-17,Ukraine,North Macedonia,10,7,1834,1569,win
2021-06-17,Netherlands,Austria,13,4,1994,1786,win
2021-06-17,Colombia,Venezuela,8,5,1896,1802,tie
2021-06-17,Brazil,Peru,15,3,2135,1792,win
2021-06-17,Algeria,Liberia,15,3,1747,1325,win
2021-06-18,Croatia,Czech Republic,5,7,1859,1760,tie
2021-06-18,England,Scotland,13,8,1961,1659,tie
2021-06-18,Sweden,Slovakia,13,8,1820,1664,win
2021-06-18,Chile,Bolivia,9,4,1813,1583,win
2021-06-18,Argentina,Uruguay,9,5,1994,1953,win
2021-06-19,Spain,Poland,9,3,2050,1812,tie
2021-06-19,Hungary,France,8,13,1744,2091,tie
2021-06-19,Germany,Portugal,7,10,1955,2038,win
2021-06-19,Libya,Sudan,0,12,1399,1329,lose
2021-06-20,Italy,Wales,15,5,1997,1828,win
2021-06-20,Switzerland,Turkey,10,4,1870,1752,win
2021-06-20,Venezuela,Ecuador,3,4,1802,1826,tie
2021-06-20,Colombia,Peru,8,6,1896,1792,lose
2021-06-21,Denmark,Russia,7,7,1927,1743,win
2021-06-21,Finland,Belgium,3,13,1707,2110,lose
2021-06-21,Netherlands,North Macedonia,13,4,1994,1569,win
2021-06-21,Ukraine,Austria,9,7,1834,1786,lose
2021-06-21,Uruguay,Chile,3,7,1953,1813,tie
2021-06-21,Argentina,Paraguay,9,5,1994,1769,win
2021-06-22,Scotland,Croatia,5,5,1659,1859,lose
2021-06-22,England,Czech Republic,13,7,1961,1760,win
2021-06-22,Mauritania,Yemen,10,1,1337,1210,win
2021-06-23,Spain,Slovakia,9,5,2050,1664,win
2021-06-23,Sweden,Poland,13,3,1820,1812,win
2021-06-23,Germany,Hungary,8,6,1955,1744,tie
2021-06-23,Portugal,France,8,11,2038,2091,tie
2021-06-23,Ecuador,Peru,2,7,1826,1792,tie
2021-06-23,Brazil,Colombia,15,5,2135,1896,win
2021-06-23,Lebanon,Djibouti,7,6,1397,896,win
2021-06-24,Bolivia,Uruguay,4,6,1583,1953,lose
2021-06-24,Chile,Paraguay,6,7,1813,1769,lose
2021-06-24,Palestine,Comoros,12,5,1403,1242,win
2021-06-25,Bahrain,Kuwait,12,5,1564,1421,win
2021-06-26,Italy,Austria,15,7,1997,1786,win
2021-06-26,Wales,Denmark,5,9,1828,1927,lose
2021-06-27,Netherlands,Czech Republic,12,10,1994,1760,lose
2021-06-27,Belgium,Portugal,15,7,2110,2038,win
2021-06-27,Brazil,Ecuador,13,3,2135,1826,tie
2021-06-27,Venezuela,Peru,3,10,1802,1792,lose
2021-06-27,El Salvador,Guatemala,13,11,1478,1486,tie
2021-06-28,Croatia,Spain,4,11,1859,2050,lose
2021-06-28,France,Switzerland,9,8,2091,1870,tie
2021-06-28,Argentina,Bolivia,11,1,1994,1583,win
2021-06-28,Uruguay,Paraguay,8,6,1953,1769,win
2021-06-29,England,Germany,13,7,1961,1955,win
2021-06-29,Sweden,Ukraine,10,9,1820,1834,lose
2021-06-30,Mexico,Panama,8,10,1928,1533,win
2021-07-02,Switzerland,Spain,6,9,1870,2050,tie
2021-07-02,Belgium,Italy,12,15,2110,1997,lose
2021-07-02,Peru,Paraguay,8,7,1792,1769,tie
2021-07-02,Brazil,Chile,13,5,2135,1813,win
2021-07-02,Trinidad and Tobago,Montserrat,11,8,1345,860,win
2021-07-02,Bermuda,Barbados,7,5,1295,1100,win
2021-07-03,Czech Republic,Denmark,7,9,1760,1927,lose
2021-07-03,Ukraine,England,6,13,1834,1961,lose
2021-07-03,Mexico,Nigeria,8,7,1928,1668,win
2021-07-03,Uruguay,Colombia,8,5,1953,1896,tie
2021-07-03,Argentina,Ecuador,13,3,1994,1826,win
2021-07-03,Guatemala,Guyana,11,3,1486,1218,win
2021-07-03,Cuba,French Guiana,6,7,1268,1262,lose
2021-07-03,Guadeloupe,Bahamas,15,1,1208,897,win
2021-07-04,Qatar,El Salvador,13,10,1638,1478,win
2021-07-05,Brazil,Peru,13,8,2135,1792,win
2021-07-06,Argentina,Colombia,13,3,1994,1896,tie
2021-07-06,Italy,Spain,13,9,1997,2050,tie
2021-07-06,Haiti,Bermuda,9,7,1557,1295,win
2021-07-06,Guatemala,Guadeloupe,9,13,1486,1208,tie
2021-07-06,Trinidad and Tobago,French Guiana,9,7,1345,1262,tie
2021-07-06,Eswatini,Lesotho,6,2,1122,1295,win
2021-07-06,South Africa,Botswana,10,3,1515,1315,win
2021-07-07,England,Denmark,13,9,1961,1927,win
2021-07-07,Mozambique,Zimbabwe,5,5,1289,1417,tie
2021-07-07,Senegal,Namibia,8,9,1755,1310,lose
2021-07-08,Zambia,Lesotho,7,4,1445,1295,lose
2021-07-08,South Africa,Eswatini,10,5,1515,1122,win
2021-07-09,Peru,Colombia,5,5,1792,1896,lose
2021-07-09,Malawi,Zimbabwe,7,6,1335,1417,tie
2021-07-09,Senegal,Mozambique,10,5,1755,1289,win
2021-07-10,Brazil,Argentina,10,13,2135,1994,lose
2021-07-10,Lesotho,Botswana,3,6,1295,1315,lose
2021-07-10,Zambia,Eswatini,4,8,1445,1122,lose
2021-07-10,Mexico,Trinidad and Tobago,8,9,1928,1345,tie
2021-07-11,England,Italy,13,11,1961,1997,tie
2021-07-11,Namibia,Zimbabwe,12,5,1310,1417,win
2021-07-11,Mozambique,Malawi,8,7,1289,1335,win
2021-07-11,El Salvador,Guatemala,10,6,1478,1486,win
2021-07-11,Canada,Martinique,15,3,1599,1446,win
2021-07-11,United States,Haiti,12,6,1745,1557,win
2021-07-12,Jamaica,Suriname,7,9,1583,1313,win
2021-07-12,Costa Rica,Guadeloupe,5,10,1621,1208,win
2021-07-13,Botswana,Zambia,3,7,1315,1445,lose
2021-07-13,South Africa,Lesotho,12,3,1515,1295,win
2021-07-13,Senegal,Zimbabwe,12,2,1755,1417,win
2021-07-13,Malawi,Namibia,5,13,1335,1310,tie
2021-07-13,Qatar,Panama,11,8,1638,1533,tie
2021-07-13,Honduras,Grenada,5,3,1610,1211,win
2021-07-14,South Africa,Zambia,13,7,1515,1445,tie
2021-07-14,Eswatini,Botswana,8,4,1122,1315,tie
2021-07-14,Mozambique,Namibia,8,10,1289,1310,win
2021-07-14,Senegal,Malawi,12,2,1755,1335,win
2021-07-14,Trinidad and Tobago,El Salvador,8,10,1345,1478,lose
2021-07-14,Guatemala,Mexico,5,11,1486,1928,lose
2021-07-15,Haiti,Canada,6,15,1557,1599,lose
2021-07-15,United States,Martinique,15,2,1745,1446,win
2021-07-16,Senegal,Eswatini,10,8,1755,1122,tie
2021-07-16,South Africa,Mozambique,13,7,1515,1289,win
2021-07-16,Guadeloupe,Jamaica,7,10,1208,1583,lose
2021-07-16,Suriname,Costa Rica,6,8,1313,1621,lose
2021-07-17,Grenada,Qatar,3,13,1211,1638,lose
2021-07-17,Panama,Honduras,5,8,1533,1610,lose
2021-07-18,Eswatini,Mozambique,6,7,1122,1289,tie
2021-07-18,South Africa,Senegal,11,11,1515,1755,tie
2021-07-18,Guatemala,Trinidad and Tobago,5,6,1486,1345,tie
2021-07-18,Mexico,El Salvador,13,7,1928,1478,win
2021-07-18,Martinique,Haiti,1,9,1446,1557,lose
2021-07-18,United States,Canada,15,12,1745,1599,win
2021-07-20,Suriname,Guadeloupe,6,4,1313,1208,win
2021-07-20,Costa Rica,Jamaica,10,7,1621,1583,win
2021-07-20,Panama,Grenada,5,0,1533,1211,win
2021-07-20,Honduras,Qatar,8,13,1610,1638,lose
2021-07-24,Mexico,Honduras,13,7,1928,1610,win
2021-07-24,Qatar,El Salvador,13,6,1638,1478,win
2021-07-25,Costa Rica,Canada,9,12,1621,1599,lose
2021-07-25,United States,Jamaica,15,7,1745,1583,win
2021-07-29,Mexico,Canada,13,9,1928,1599,win
2021-07-29,United States,Qatar,15,10,1745,1638,win
2021-08-01,United States,Mexico,15,12,1745,1928,win
2021-08-21,El Salvador,Costa Rica,7,10,1478,1621,tie
2021-08-22,Niger,Sudan,4,9,1254,1329,win
2021-08-26,Sudan,Niger,9,3,1329,1254,win
2021-08-26,Ethiopia,Sierra Leone,10,7,1273,1345,tie
2021-08-29,Ethiopia,Uganda,10,1,1273,1482,win
2021-09-01,Bahrain,Haiti,12,6,1564,1557,win
2021-09-01,Comoros,Seychelles,7,0,1242,906,win
2021-09-01,Finland,Wales,4,5,1707,1828,tie
2021-09-01,Qatar,Serbia,9,8,1638,1789,lose
2021-09-01,Switzerland,Greece,8,8,1870,1626,win
2021-09-01,Central African Republic,Cape Verde,2,8,1331,1384,tie
2021-09-01,Mali,Rwanda,7,10,1573,1268,win
2021-09-01,Egypt,Angola,13,4,1601,1350,win
2021-09-01,Libya,Gabon,3,6,1399,1431,win
2021-09-01,Senegal,Togo,11,4,1755,1293,win
2021-09-01,Guinea-Bissau,Guinea,7,8,1295,1434,tie
2021-09-01,Luxembourg,Azerbaijan,6,3,1363,1383,win
2021-09-01,Kazakhstan,Ukraine,2,7,1333,1834,tie
2021-09-01,France,Bosnia and Herzegovina,7,3,2091,1634,tie
2021-09-01,Faroe Islands,Israel,3,10,1261,1591,lose
2021-09-01,Denmark,Scotland,12,4,1927,1659,win
2021-09-01,Moldova,Austria,3,9,1226,1786,lose
2021-09-01,Norway,Netherlands,7,10,1763,1994,tie
2021-09-01,Latvia,Gibraltar,7,1,1261,1094,win
2021-09-01,Turkey,Montenegro,4,5,1752,1531,tie
2021-09-01,Malta,Cyprus,4,3,1214,1326,win
2021-09-01,Slovenia,Slovakia,5,5,1628,1664,tie
2021-09-01,Russia,Croatia,7,5,1743,1859,tie
2021-09-02,Kyrgyzstan,Palestine,7,9,1273,1403,win
2021-09-02,Nepal,India,4,5,910,1193,tie
2021-09-02,Niger,Burkina Faso,3,7,1254,1550,lose
2021-09-02,Algeria,Djibouti,15,5,1747,896,win
2021-09-02,Kenya,Uganda,11,2,1349,1482,tie
2021-09-02,Namibia,Congo,8,6,1310,1375,tie
2021-09-02,Morocco,Sudan,13,6,1681,1329,win
2021-09-02,DR Congo,Tanzania,5,7,1500,1292,tie
2021-09-02,Madagascar,Benin,2,5,1421,1476,lose
2021-09-02,South Korea,Iraq,10,10,1773,1627,tie
2021-09-02,Iran,Syria,15,6,1763,1486,win
2021-09-02,United Arab Emirates,Lebanon,13,7,1429,1397,tie
2021-09-02,Japan,Oman,12,12,1744,1504,lose
2021-09-02,Saudi Arabia,Vietnam,15,7,1555,1411,win
2021-09-02,Georgia,Kosovo,4,12,1506,1491,lose
2021-09-02,Sweden,Spain,10,8,1820,2050,win
2021-09-02,Italy,Bulgaria,9,3,1997,1504,tie
2021-09-02,Lithuania,Northern Ireland,0,7,1370,1585,lose
2021-09-02,Czech Republic,Belarus,7,4,1760,1496,win
2021-09-02,Estonia,Belgium,9,12,1382,2110,lose
2021-09-02,Andorra,San Marino,4,0,1036,830,win
2021-09-02,Hungary,England,3,13,1744,1961,lose
2021-09-02,Poland,Albania,5,4,1812,1556,win
2021-09-02,Iceland,Romania,7,3,1633,1666,lose
2021-09-02,Liechtenstein,Germany,0,7,1115,1955,lose
2021-09-02,North Macedonia,Armenia,4,8,1569,1522,tie
2021-09-02,Bolivia,Colombia,1,6,1583,1896,tie
2021-09-02,Ecuador,Paraguay,6,4,1826,1769,win
2021-09-02,Peru,Uruguay,5,9,1792,1953,tie
2021-09-02,Venezuela,Argentina,2,13,1802,1994,lose
2021-09-02,Chile,Brazil,4,10,1813,2135,lose
2021-09-02,Canada,Honduras,7,7,1599,1610,tie
2021-09-02,El Salvador,United States,5,13,1478,1745,tie
2021-09-02,Panama,Costa Rica,5,8,1533,1621,tie
2021-09-02,Mexico,Jamaica,12,6,1928,1583,win
2021-09-03,Mauritania,Zambia,9,7,1337,1445,lose
2021-09-03,Tunisia,Equatorial Guinea,12,9,1615,1346,win
2021-09-03,Nigeria,Liberia,7,3,1668,1325,win
2021-09-03,Mozambique,Ivory Coast,8,11,1289,1617,tie
2021-09-03,Cameroon,Malawi,8,2,1604,1335,win
2021-09-03,Zimbabwe,South Africa,3,9,1417,1515,tie
2021-09-03,Ghana,Ethiopia,8,7,1603,1273,win
2021-09-04,Bosnia and Herzegovina,Kuwait,5,4,1634,1421,win
2021-09-04,Burundi,Seychelles,8,0,1250,906,win
2021-09-04,Haiti,Jordan,6,5,1557,1492,win
