date,home_team,away_team,home_team_last_5_games,away_team_last_5_games,home_elo_rating,away_elo_rating,result
2024-10-14,Jamaica,Honduras,8,7,1617,1531,tie
2024-10-14,Trinidad and Tobago,Cuba,8,6,1432,1290,win
2024-10-14,Curaçao,Grenada,10,4,1337,1095,win
2024-10-14,Saint Lucia,Saint Martin,10,6,1092,940,lose
2024-10-14,Puerto Rico,Sint Maarten,9,9,1146,878,win
2024-10-14,Aruba,Haiti,1,15,1000,1496,lose
2024-10-14,Belgium,France,4,9,1990,2109,lose
2024-10-14,Italy,Israel,10,3,1937,1602,win
2024-10-14,Bosnia and Herzegovina,Hungary,1,8,1485,1833,lose
2024-10-14,Germany,Netherlands,10,5,1885,1970,win
2024-10-14,Georgia,Albania,6,6,1637,1631,lose
2024-10-14,Ukraine,Czech Republic,5,7,1850,1756,tie
2024-10-14,Iceland,Turkey,4,10,1479,1765,lose
2024-10-14,Wales,Montenegro,8,0,1695,1549,win
2024-10-14,Azerbaijan,Slovakia,3,10,1497,1661,lose
2024-10-14,Estonia,Sweden,4,10,1365,1691,lose
2024-10-14,Tajikistan,Philippines,4,4,1375,1053,lose
2024-10-14,Thailand,Syria,13,9,1384,1426,win
2024-10-15,Canada,Panama,8,6,1705,1765,win
2024-10-15,Hong Kong,Cambodia,7,5,1068,848,win
2024-10-15,Mexico,United States,8,4,1794,1774,win
2024-10-15,Comoros,Tunisia,9,8,1273,1738,tie
2024-10-15,Lesotho,Gabon,1,10,1241,1439,lose
2024-10-15,Morocco,Central African Republic,15,3,1846,1302,win
2024-10-15,Mauritania,Egypt,3,13,1389,1684,lose
2024-10-15,Botswana,Cape Verde,9,6,1344,1479,win
2024-10-15,Rwanda,Benin,8,9,1304,1341,win
2024-10-15,Sudan,Ghana,10,5,1321,1548,win
2024-10-15,Niger,Angola,1,13,1238,1385,lose
2024-10-15,Chad,Zambia,2,7,1155,1487,lose
2024-10-15,Sierra Leone,Ivory Coast,5,10,1311,1642,win
2024-10-15,Tanzania,DR Congo,7,15,1349,1497,lose
2024-10-15,Ethiopia,Guinea,2,6,1299,1423,lose
2024-10-15,Guinea-Bissau,Mali,5,9,1413,1614,tie
2024-10-15,South Sudan,Uganda,0,10,1144,1365,lose
2024-10-15,Congo,South Africa,4,11,1267,1486,tie
2024-10-15,Malawi,Senegal,0,13,1348,1731,lose
2024-10-15,Costa Rica,Guatemala,11,8,1576,1494,win
2024-10-15,Guadeloupe,Martinique,7,6,1326,1441,tie
2024-10-15,Suriname,Guyana,10,4,1303,1273,win
2024-10-15,Dominican Republic,Antigua and Barbuda,15,0,1205,1010,win
2024-10-15,Bermuda,Dominica,9,3,1146,998,win
2024-10-15,Barbados,Bahamas,12,4,938,816,win
2024-10-15,Belize,Turks and Caicos Islands,12,4,1061,701,win
2024-10-15,Saint Kitts and Nevis,Cayman Islands,13,7,1078,800,tie
2024-10-15,Scotland,Portugal,1,11,1800,2032,tie
2024-10-15,Poland,Croatia,5,8,1709,1951,tie
2024-10-15,Spain,Serbia,13,5,2033,1802,win
2024-10-15,Switzerland,Denmark,2,7,1791,1825,tie
2024-10-15,Kosovo,Cyprus,9,6,1500,1322,win
2024-10-15,Lithuania,Romania,1,12,1320,1674,lose
2024-10-15,Northern Ireland,Bulgaria,10,6,1490,1457,win
2024-10-15,Belarus,Luxembourg,6,2,1469,1520,tie
2024-10-15,Colombia,Chile,7,1,1984,1700,win
2024-10-15,Paraguay,Venezuela,8,3,1706,1756,win
2024-10-15,Uruguay,Ecuador,4,6,2006,1883,tie
2024-10-15,Argentina,Bolivia,10,9,2139,1611,win
2024-10-15,Brazil,Peru,10,4,2011,1743,win
2024-10-15,Uzbekistan,United Arab Emirates,11,5,1643,1530,win
2024-10-15,Iran,Qatar,11,7,1827,1534,win
2024-10-15,Kyrgyzstan,North Korea,4,2,1252,1370,win
2024-10-15,Jordan,Oman,10,4,1503,1556,win
2024-10-15,Palestine,Kuwait,2,6,1410,1370,tie
2024-10-15,South Korea,Iraq,13,10,1799,1621,win
2024-10-15,Japan,Australia,13,8,1905,1784,tie
2024-10-15,Saudi Arabia,Bahrain,5,6,1586,1449,tie
2024-11-13,Bangladesh,Maldives,3,4,940,882,lose
2024-11-13,Tajikistan,Nepal,4,1,1375,902,win
2024-11-13,Liberia,Togo,4,2,1256,1394,win
2024-11-13,Chad,Sierra Leone,3,5,1155,1311,tie
2024-11-13,Namibia,Cameroon,1,11,1377,1617,tie
2024-11-14,Belgium,Italy,4,13,1990,1937,lose
2024-11-14,France,Israel,10,1,2109,1602,tie
2024-11-14,Greece,England,12,12,1728,2014,lose
2024-11-14,Kazakhstan,Austria,1,10,1481,1835,lose
2024-11-14,Slovenia,Norway,7,10,1710,1755,lose
2024-11-14,North Macedonia,Latvia,13,4,1567,1347,win
2024-11-14,Armenia,Faroe Islands,4,6,1469,1264,lose
2024-11-14,El Salvador,Bonaire,12,4,1408,832,win
2024-11-14,Belize,French Guiana,15,1,1061,1286,win
2024-11-14,Saint Kitts and Nevis,Cuba,13,3,1078,1290,win
2024-11-14,Costa Rica,Panama,8,6,1576,1765,lose
2024-11-14,Jamaica,United States,8,7,1617,1774,lose
2024-11-14,Hong Kong,Philippines,10,4,1068,1053,win
2024-11-14,Malaysia,Laos,12,4,1302,668,win
2024-11-14,Malta,Liechtenstein,9,5,1249,955,win
2024-11-14,Singapore,Myanmar,4,4,1118,910,win
2024-11-14,Thailand,Lebanon,13,8,1384,1313,tie
2024-11-14,Venezuela,Brazil,3,10,1756,2011,tie
2024-11-14,Ecuador,Bolivia,8,9,1883,1611,win
2024-11-14,Paraguay,Argentina,11,7,1706,2139,win
2024-11-14,Solomon Islands,New Caledonia,0,13,1305,1230,lose
2024-11-14,Papua New Guinea,Fiji,5,7,1107,1203,tie
2024-11-14,North Korea,Iran,2,13,1370,1827,lose
2024-11-14,Qatar,Uzbekistan,7,10,1534,1643,win
2024-11-14,United Arab Emirates,Kyrgyzstan,7,3,1530,1252,win
2024-11-14,Kuwait,South Korea,3,13,1370,1799,lose
2024-11-14,Iraq,Jordan,8,8,1621,1503,tie
2024-11-14,Oman,Palestine,6,2,1556,1410,win
2024-11-14,Australia,Saudi Arabia,6,6,1784,1586,tie
2024-11-14,Madagascar,Tunisia,2,10,1311,1738,lose
2024-11-14,Lesotho,Central African Republic,4,3,1241,1302,win
2024-11-14,Rwanda,Libya,5,4,1304,1357,lose
2024-11-14,Benin,Nigeria,7,8,1341,1587,tie
2024-11-14,Equatorial Guinea,Algeria,8,13,1515,1723,tie
2024-11-14,Niger,Sudan,4,7,1238,1321,win
2024-11-14,South Sudan,Congo,3,4,1144,1267,win
2024-11-14,Burundi,Malawi,4,1,1287,1348,tie
2024-11-14,Burkina Faso,Senegal,10,13,1564,1731,lose
2024-11-15,Portugal,Poland,13,4,2032,1709,win
2024-11-15,Scotland,Croatia,4,7,1800,1951,win
2024-11-15,Denmark,Spain,7,13,1825,2033,lose
2024-11-15,Switzerland,Serbia,2,5,1791,1802,tie
2024-11-15,Cyprus,Lithuania,6,0,1322,1320,win
2024-11-15,Romania,Kosovo,13,10,1674,1500,tie
2024-11-15,Northern Ireland,Belarus,10,6,1490,1469,win
2024-11-15,Luxembourg,Bulgaria,2,8,1520,1457,lose
2024-11-15,San Marino,Gibraltar,4,9,777,1057,tie
2024-11-15,Saint Lucia,Grenada,9,7,1092,1095,lose
2024-11-15,Curaçao,Saint Martin,10,3,1337,940,win
2024-11-15,Puerto Rico,Aruba,9,0,1146,1000,win
2024-11-15,Sint Maarten,Haiti,6,15,878,1496,lose
2024-11-15,Barbados,Guyana,12,4,938,1273,lose
2024-11-15,Cayman Islands,Guadeloupe,7,7,800,1326,lose
2024-11-15,Honduras,Mexico,10,8,1531,1794,win
2024-11-15,Suriname,Canada,7,11,1303,1705,lose
2024-11-15,Peru,Chile,5,1,1743,1700,tie
2024-11-15,Uruguay,Colombia,6,7,2006,1984,win
2024-11-15,Samoa,Tahiti,6,6,698,1183,lose
2024-11-15,New Zealand,Vanuatu,10,6,1525,1079,win
2024-11-15,Indonesia,Japan,3,13,1285,1905,lose
2024-11-15,Russia,Brunei,13,7,1757,598,win
2024-11-15,Gambia,Comoros,5,9,1396,1273,lose
2024-11-15,Gabon,Morocco,7,15,1439,1846,lose
2024-11-15,Botswana,Mauritania,7,4,1344,1389,tie
2024-11-15,Cape Verde,Egypt,4,13,1479,1684,tie
2024-11-15,Angola,Ghana,13,3,1385,1548,tie
2024-11-15,Zambia,Ivory Coast,10,9,1487,1642,win
2024-11-15,Eswatini,Guinea-Bissau,2,5,1255,1413,tie
2024-11-15,Mozambique,Mali,8,11,1354,1614,lose
2024-11-15,Zimbabwe,Kenya,9,5,1334,1346,tie
2024-11-15,Uganda,South Africa,10,11,1365,1486,lose
2024-11-16,Germany,Bosnia and Herzegovina,13,1,1885,1485,win
2024-11-16,Netherlands,Hungary,8,5,1970,1833,win
2024-11-16,Albania,Czech Republic,7,8,1631,1756,tie
2024-11-16,Georgia,Ukraine,7,5,1637,1850,tie
2024-11-16,Montenegro,Iceland,0,7,1549,1479,lose
2024-11-16,Turkey,Wales,11,9,1765,1695,tie
2024-11-16,Azerbaijan,Estonia,1,4,1497,1365,tie
2024-11-16,Sweden,Slovakia,13,10,1691,1661,win
2024-11-16,Andorra,Moldova,3,12,1102,1338,lose
2024-11-16,Bermuda,Antigua and Barbuda,12,0,1146,1010,win
2024-11-16,Dominican Republic,Dominica,15,3,1205,998,win
2024-11-16,Bangladesh,Maldives,6,4,940,882,win
2024-11-16,Nepal,Afghanistan,4,5,902,1076,win
2024-11-16,Sri Lanka,Yemen,6,2,689,1104,win
2024-11-16,Ethiopia,Tanzania,1,7,1299,1349,lose
2024-11-16,Guinea,DR Congo,9,12,1423,1497,win
2024-11-17,Israel,Belgium,4,1,1602,1990,win
2024-11-17,Italy,France,10,13,1937,2109,lose
2024-11-17,Finland,Greece,0,12,1640,1728,lose
2024-11-17,Norway,Kazakhstan,12,0,1755,1481,win
2024-11-17,Austria,Slovenia,10,7,1835,1710,tie
2024-11-17,North Macedonia,Faroe Islands,15,5,1567,1264,win
2024-11-17,Latvia,Armenia,4,4,1347,1469,lose
2024-11-17,El Salvador,Montserrat,12,3,1408,1021,win
2024-11-17,Thailand,Laos,11,2,1384,668,tie
2024-11-17,Fiji,New Caledonia,8,11,1203,1230,tie
2024-11-17,Papua New Guinea,Solomon Islands,5,3,1107,1305,lose
2024-11-17,Algeria,Liberia,13,3,1723,1256,win
2024-11-17,Togo,Equatorial Guinea,4,8,1394,1515,win
2024-11-18,Croatia,Portugal,8,11,1951,2032,tie
2024-11-18,Poland,Scotland,1,7,1709,1800,lose
2024-11-18,Serbia,Denmark,5,5,1802,1825,tie
2024-11-18,Spain,Switzerland,15,2,2033,1791,win
2024-11-18,Kosovo,Lithuania,13,0,1500,1320,win
2024-11-18,Romania,Cyprus,13,3,1674,1322,win
2024-11-18,Luxembourg,Northern Ireland,3,8,1520,1490,tie
2024-11-18,Bulgaria,Belarus,8,6,1457,1469,tie
2024-11-18,Liechtenstein,San Marino,5,4,955,777,lose
2024-11-18,Grenada,Saint Martin,4,6,1095,940,lose
2024-11-18,Saint Lucia,Curaçao,6,13,1092,1337,lose
2024-11-18,Aruba,Sint Maarten,0,6,1000,878,lose
2024-11-18,Puerto Rico,Haiti,9,15,1146,1496,lose
2024-11-18,Cuba,Saint Kitts and Nevis,5,10,1290,1078,win
2024-11-18,Panama,Costa Rica,4,6,1765,1576,tie
2024-11-18,United States,Jamaica,10,7,1774,1617,win
2024-11-18,India,Malaysia,3,10,1262,1302,tie
2024-11-18,Singapore,Taiwan,3,3,1118,925,lose
2024-11-18,Tahiti,Vanuatu,9,6,1183,1079,win
2024-11-18,New Zealand,Samoa,13,6,1525,698,win
2024-11-18,Tunisia,Gambia,7,7,1738,1396,lose
2024-11-18,Comoros,Madagascar,11,2,1273,1311,win
2024-11-18,Morocco,Lesotho,15,4,1846,1241,win
2024-11-18,Central African Republic,Gabon,0,10,1302,1439,lose
2024-11-18,Nigeria,Rwanda,8,7,1587,1304,lose
2024-11-18,Libya,Benin,5,8,1357,1341,tie
2024-11-18,Ghana,Niger,3,7,1548,1238,lose
2024-11-18,Sudan,Angola,5,11,1321,1385,tie
2024-11-18,Malawi,Burkina Faso,4,9,1348,1564,win
2024-11-19,Bosnia and Herzegovina,Netherlands,2,6,1485,1970,tie
2024-11-19,Hungary,Germany,6,11,1833,1885,tie
2024-11-19,Albania,Ukraine,4,8,1631,1850,lose
2024-11-19,Czech Republic,Georgia,11,4,1756,1637,win
2024-11-19,Wales,Iceland,11,4,1695,1479,win
2024-11-19,Montenegro,Turkey,3,10,1549,1765,win
2024-11-19,Slovakia,Estonia,10,4,1661,1365,win
2024-11-19,Sweden,Azerbaijan,13,1,1691,1497,win
2024-11-19,Malta,Andorra,10,4,1249,1102,tie
2024-11-19,Antigua and Barbuda,Dominica,1,1,1010,998,tie
2024-11-19,Dominican Republic,Bermuda,15,12,1205,1146,win
2024-11-19,French Guiana,Belize,2,13,1286,1061,tie
2024-11-19,Guadeloupe,Cayman Islands,10,4,1326,800,win
2024-11-19,Guyana,Barbados,7,9,1273,938,win
2024-11-19,Canada,Suriname,13,4,1705,1303,win
2024-11-19,Mexico,Honduras,10,7,1794,1531,win
2024-11-19,Gibraltar,Moldova,7,10,1057,1338,tie
2024-11-19,Hong Kong,Mauritius,12,4,1068,1043,win
2024-11-19,Myanmar,Lebanon,4,10,910,1313,lose
2024-11-19,Russia,Syria,15,9,1757,1426,win
2024-11-19,Sri Lanka,Yemen,5,5,689,1104,lose
2024-11-19,Tajikistan,Afghanistan,7,4,1375,1076,win
2024-11-19,Bolivia,Paraguay,7,11,1611,1706,tie
2024-11-19,Colombia,Ecuador,6,11,1984,1883,lose
2024-11-19,Argentina,Peru,7,4,2139,1743,win
2024-11-19,Chile,Venezuela,4,3,1700,1756,win
2024-11-19,Brazil,Uruguay,8,6,2011,2006,tie
2024-11-19,North Korea,Uzbekistan,2,10,1370,1643,lose
2024-11-19,Kyrgyzstan,Iran,3,13,1252,1827,lose
2024-11-19,United Arab Emirates,Qatar,7,7,1530,1534,win
2024-11-19,Palestine,South Korea,2,13,1410,1799,tie
2024-11-19,Oman,Iraq,6,8,1556,1621,lose
2024-11-19,Kuwait,Jordan,3,8,1370,1503,tie
2024-11-19,Bahrain,Australia,3,7,1449,1784,tie
2024-11-19,Indonesia,Saudi Arabia,5,5,1285,1586,win
2024-11-19,Egypt,Botswana,11,8,1684,1344,tie
2024-11-19,Mauritania,Cape Verde,4,4,1389,1479,win
2024-11-19,Ivory Coast,Chad,9,2,1642,1155,win
2024-11-19,Sierra Leone,Zambia,4,13,1311,1487,lose
2024-11-19,DR Congo,Ethiopia,9,3,1497,1299,lose
2024-11-19,Tanzania,Guinea,9,9,1349,1423,win
2024-11-19,Mali,Eswatini,13,2,1614,1255,win
2024-11-19,Guinea-Bissau,Mozambique,2,10,1413,1354,lose
2024-11-19,Cameroon,Zimbabwe,11,8,1617,1334,win
2024-11-19,Kenya,Namibia,5,2,1346,1377,tie
2024-11-19,South Africa,South Sudan,13,3,1486,1144,win
2024-11-19,Congo,Uganda,1,12,1267,1365,lose
2024-11-19,Senegal,Burundi,15,1,1731,1287,win
2024-12-08,Cambodia,Malaysia,6,8,848,1302,tie
2024-12-08,Hong Kong,Mongolia,12,6,1068,794,win
2024-12-09,Myanmar,Indonesia,4,7,910,1285,lose
2024-12-09,Laos,Vietnam,2,4,668,1393,lose
2024-12-09,Solomon Islands,Vanuatu,6,3,1305,1079,win
2024-12-11,Singapore,Cambodia,6,5,1118,848,win
2024-12-11,Taiwan,Mongolia,6,6,925,794,win
2024-12-12,Philippines,Myanmar,5,2,1053,910,tie
2024-12-12,Indonesia,Laos,7,2,1285,668,tie
2024-12-12,Fiji,Vanuatu,9,4,1203,1079,tie
2024-12-14,Thailand,Malaysia,11,8,1384,1302,win
2024-12-14,Hong Kong,Taiwan,15,6,1068,925,win
2024-12-15,Laos,Philippines,3,5,668,1053,tie
2024-12-15,Vietnam,Indonesia,7,7,1393,1285,win
2024-12-15,Papua New Guinea,Fiji,5,7,1107,1203,tie
2024-12-17,Singapore,Thailand,9,11,1118,1384,lose
2024-12-17,Hong Kong,Guam,15,4,1068,700,win
2024-12-18,Myanmar,Laos,4,3,910,668,win
2024-12-18,Philippines,Vietnam,6,8,1053,1393,tie
2024-12-18,Solomon Islands,Papua New Guinea,6,5,1305,1107,lose
2024-12-20,Thailand,Cambodia,13,4,1384,848,win
2024-12-20,Malaysia,Singapore,6,7,1302,1118,tie
2024-12-21,Vietnam,Myanmar,11,4,1393,910,win
2024-12-21,Indonesia,Philippines,7,6,1285,1053,lose
2024-12-21,Kuwait,Oman,3,7,1370,1556,tie
2024-12-21,Qatar,United Arab Emirates,7,8,1534,1530,tie
2024-12-21,Vanuatu,Papua New Guinea,1,8,1079,1107,lose
2024-12-21,Solomon Islands,Fiji,6,7,1305,1203,lose
2024-12-22,Iraq,Yemen,10,5,1621,1104,win
2024-12-22,Saudi Arabia,Bahrain,2,6,1586,1449,lose
2024-12-24,Oman,Qatar,7,4,1556,1534,win
2024-12-24,Kuwait,United Arab Emirates,6,7,1370,1530,win
2024-12-25,Yemen,Saudi Arabia,4,5,1104,1586,lose
2024-12-25,Bahrain,Iraq,8,7,1449,1621,win
2024-12-26,Singapore,Vietnam,7,13,1118,1393,lose
2024-12-27,Philippines,Thailand,9,12,1053,1384,win
2024-12-27,Kuwait,Qatar,6,5,1370,1534,tie
2024-12-27,United Arab Emirates,Oman,8,8,1530,1556,tie
2024-12-28,Iraq,Saudi Arabia,7,7,1621,1586,lose
2024-12-28,Bahrain,Yemen,7,6,1449,1104,lose
2024-12-29,Vietnam,Singapore,13,4,1393,1118,win
2024-12-30,Thailand,Philippines,12,8,1384,1053,win
2024-12-31,Oman,Saudi Arabia,8,6,1556,1586,win
2024-12-31,Kuwait,Bahrain,6,10,1370,1449,lose
2025-01-02,Vietnam,Thailand,13,9,1306,1430,win
2025-01-04,Oman,Bahrain,8,12,1534,1509,lose
2025-01-04,Burkina Faso,Kenya,7,3,1481,1402,tie
2025-01-05,Thailand,Vietnam,6,15,1430,1306,lose
2025-01-07,Tanzania,Kenya,6,6,1407,1402,lose
2025-01-09,Tanzania,Burkina Faso,6,7,1407,1481,lose
2025-01-18,United States,Venezuela,12,2,1758,1744,win
2025-01-22,United States,Costa Rica,12,5,1758,1652,win
2025-01-22,Uzbekistan,Jordan,8,6,1684,1617,tie
2025-02-07,Jamaica,Trinidad and Tobago,7,5,1575,1394,win
2025-02-08,Chile,Panama,7,4,1713,1726,win
2025-02-10,Jamaica,Trinidad and Tobago,5,6,1575,1394,tie
2025-02-13,Oman,Sudan,8,6,1534,1388,tie
2025-03-13,Oman,Sudan,6,6,1534,1388,tie
2025-03-14,Jordan,North Korea,7,2,1617,1387,tie
2025-03-16,Honduras,Guatemala,7,10,1560,1507,lose
2025-03-19,India,Maldives,6,4,1175,889,win
2025-03-19,Vietnam,Cambodia,15,4,1306,849,win
2025-03-19,Eswatini,Cameroon,3,11,1218,1594,tie
2025-03-19,Liberia,Tunisia,3,7,1264,1598,lose
2025-03-19,Central African Republic,Madagascar,0,4,1284,1287,lose
2025-03-19,Kazakhstan,Curaçao,3,10,1431,1335,win
2025-03-19,Russia,Grenada,15,4,1789,1064,win
2025-03-20,Canada,Mexico,10,10,1784,1769,lose
2025-03-20,United States,Panama,12,7,1758,1726,lose
2025-03-20,Croatia,France,8,10,1886,2055,win
2025-03-20,Denmark,Portugal,5,8,1856,1993,win
2025-03-20,Italy,Germany,7,13,1930,1971,lose
2025-03-20,Netherlands,Spain,6,13,1938,2178,tie
2025-03-20,Austria,Serbia,11,6,1871,1809,tie
2025-03-20,Greece,Scotland,9,10,1812,1759,lose
2025-03-20,Turkey,Hungary,10,5,1774,1778,win
2025-03-20,Ukraine,Belgium,11,1,1802,1851,win
2025-03-20,Armenia,Georgia,4,4,1411,1691,lose
2025-03-20,Kosovo,Iceland,13,4,1554,1576,win
2025-03-20,Slovakia,Slovenia,8,5,1701,1727,tie
2025-03-20,Laos,Sri Lanka,2,7,700,726,lose
2025-03-20,Tajikistan,Belarus,6,6,1305,1459,lose
2025-03-20,Paraguay,Chile,11,7,1775,1713,win
2025-03-20,Peru,Bolivia,7,4,1723,1658,win
2025-03-20,Brazil,Colombia,11,3,1996,1977,win
2025-03-20,Iran,United Arab Emirates,13,5,1838,1533,win
2025-03-20,Uzbekistan,Kyrgyzstan,10,3,1684,1281,win
2025-03-20,Qatar,North Korea,5,1,1524,1387,win
2025-03-20,South Korea,Oman,11,6,1774,1534,tie
2025-03-20,Iraq,Kuwait,7,6,1584,1334,tie
2025-03-20,Jordan,Palestine,7,2,1617,1408,win
2025-03-20,Japan,Bahrain,13,9,1889,1509,win
2025-03-20,Australia,Indonesia,9,4,1719,1320,win
2025-03-20,Sierra Leone,Guinea-Bissau,7,2,1295,1330,win
2025-03-20,Zimbabwe,Benin,8,6,1377,1429,tie
2025-03-20,Cape Verde,Mauritius,4,4,1472,1036,win
2025-03-20,Libya,Angola,5,9,1391,1569,tie
2025-03-20,Gambia,Kenya,8,6,1378,1402,tie
2025-03-20,Gabon,Seychelles,10,0,1442,859,win
2025-03-20,Mozambique,Uganda,10,9,1447,1395,win
2025-03-20,Malawi,Namibia,4,5,1309,1319,lose
2025-03-20,Comoros,Mali,10,13,1423,1610,lose
2025-03-21,Belize,Costa Rica,10,7,1096,1652,lose
2025-03-21,Guyana,Guatemala,9,7,1244,1507,win
2025-03-21,Bermuda,Honduras,9,7,1141,1560,lose
2025-03-21,Suriname,Martinique,7,5,1356,1417,win
2025-03-21,Guadeloupe,Nicaragua,10,7,1335,1363,win
2025-03-21,Cuba,Trinidad and Tobago,4,8,1280,1394,lose
2025-03-21,Northern Ireland,Switzerland,9,3,1559,1814,tie
2025-03-21,Puerto Rico,Dominican Republic,7,13,1119,1287,tie
2025-03-21,Singapore,Nepal,1,7,1076,937,lose
2025-03-21,Thailand,Afghanistan,6,1,1430,1087,win
2025-03-21,Ecuador,Venezuela,11,1,1910,1744,win
2025-03-21,Uruguay,Argentina,5,10,1948,2108,lose
2025-03-21,New Caledonia,Tahiti,11,9,1261,1206,win
2025-03-21,New Zealand,Fiji,15,6,1583,1233,win
2025-03-21,Burkina Faso,Djibouti,10,2,1481,942,win
2025-03-21,Ethiopia,Egypt,3,11,1275,1657,lose
2025-03-21,DR Congo,South Sudan,9,3,1540,1121,win
2025-03-21,Rwanda,Nigeria,6,8,1355,1550,lose
2025-03-21,South Africa,Lesotho,10,7,1576,1230,lose
2025-03-21,Morocco,Niger,15,6,1802,1321,win
2025-03-21,Burundi,Ivory Coast,1,9,1280,1579,lose
2025-03-21,Botswana,Algeria,8,13,1356,1685,lose
2025-03-21,Guinea,Somalia,10,2,1490,895,tie
2025-03-21,Ghana,Chad,5,2,1429,1166,win
2025-03-21,Malta,Finland,10,3,1269,1537,lose
2025-03-21,Poland,Lithuania,4,0,1699,1284,win
2025-03-21,Cyprus,San Marino,6,4,1301,848,win
2025-03-21,Romania,Bosnia and Herzegovina,10,4,1719,1485,lose
2025-03-21,England,Albania,12,4,2006,1635,win
2025-03-21,Andorra,Latvia,4,4,1083,1276,lose
2025-03-22,Azerbaijan,Haiti,1,15,1398,1538,lose
2025-03-22,Luxembourg,Sweden,6,10,1445,1744,win
2025-03-22,Togo,Mauritania,4,5,1381,1363,tie
2025-03-22,Sudan,Senegal,4,13,1388,1771,tie
2025-03-22,Moldova,Norway,7,12,1355,1806,lose
2025-03-22,Israel,Estonia,7,4,1601,1376,win
2025-03-22,Liechtenstein,North Macedonia,4,15,913,1610,lose
2025-03-22,Wales,Kazakhstan,11,3,1732,1431,win
2025-03-22,Montenegro,Gibraltar,6,6,1520,1055,win
2025-03-22,Czech Republic,Faroe Islands,11,5,1753,1277,win
2025-03-23,United States,Canada,9,12,1758,1784,lose
2025-03-23,Panama,Mexico,7,12,1726,1769,lose
2025-03-23,France,Croatia,10,5,2055,1886,win
2025-03-23,Germany,Italy,11,7,1971,1930,tie
2025-03-23,Portugal,Denmark,8,5,1993,1856,win
2025-03-23,Spain,Netherlands,11,6,2178,1938,tie
2025-03-23,Belgium,Ukraine,3,8,1851,1802,win
2025-03-23,Hungary,Turkey,4,10,1778,1774,lose
2025-03-23,Scotland,Greece,10,9,1759,1812,lose
2025-03-23,Serbia,Austria,6,8,1809,1871,win
2025-03-23,Georgia,Armenia,7,3,1691,1411,win
2025-03-23,Iceland,Kosovo,3,13,1576,1554,lose
2025-03-23,Slovenia,Slovakia,8,7,1727,1701,win
2025-03-23,Eswatini,Mauritius,3,2,1218,1036,tie
2025-03-23,Kenya,Gabon,5,12,1402,1442,lose
2025-03-24,New Zealand,New Caledonia,15,10,1583,1261,win
2025-03-24,Guinea-Bissau,Burkina Faso,2,12,1330,1481,lose
2025-03-24,Ethiopia,Djibouti,6,2,1275,942,win
2025-03-24,Ivory Coast,Gambia,9,7,1579,1378,win
2025-03-24,Namibia,Equatorial Guinea,6,8,1319,1496,tie
2025-03-24,Tunisia,Malawi,10,4,1598,1309,win
2025-03-24,Central African Republic,Mali,1,11,1284,1610,tie
2025-03-24,Madagascar,Ghana,3,7,1287,1429,lose
2025-03-24,Lithuania,Finland,1,4,1284,1537,tie
2025-03-24,Poland,Malta,7,7,1699,1269,win
2025-03-24,Bosnia and Herzegovina,Cyprus,7,6,1485,1301,win
2025-03-24,San Marino,Romania,4,10,848,1719,lose
2025-03-24,England,Latvia,15,4,2006,1276,win
2025-03-24,Albania,Andorra,7,4,1635,1083,win
2025-03-25,Philippines,Maldives,10,3,1121,889,win
2025-03-25,Bhutan,Yemen,4,7,622,1125,tie
2025-03-25,Lebanon,Brunei,10,4,1339,667,win
2025-03-25,India,Bangladesh,6,7,1175,906,tie
2025-03-25,Singapore,Hong Kong,2,13,1076,1137,tie
2025-03-25,Taiwan,Turkmenistan,6,7,924,1205,lose
2025-03-25,Thailand,Sri Lanka,9,7,1430,726,win
2025-03-25,Myanmar,Afghanistan,7,0,918,1087,win
2025-03-25,Syria,Pakistan,9,0,1437,826,win
2025-03-25,Vietnam,Laos,15,2,1306,700,win
2025-03-25,Malaysia,Nepal,8,7,1255,937,win
2025-03-25,Costa Rica,Belize,7,7,1652,1096,win
2025-03-25,Guatemala,Guyana,9,9,1507,1244,win
2025-03-25,Honduras,Bermuda,9,6,1560,1141,win
2025-03-25,Martinique,Suriname,5,9,1417,1356,lose
2025-03-25,Nicaragua,Guadeloupe,4,13,1363,1335,lose
2025-03-25,Trinidad and Tobago,Cuba,10,3,1394,1280,win
2025-03-25,Azerbaijan,Belarus,1,8,1398,1459,lose
2025-03-25,Russia,Zambia,15,10,1789,1407,win
2025-03-25,Cambodia,Aruba,3,3,849,902,lose
2025-03-25,Dominican Republic,Puerto Rico,13,7,1287,1119,win
2025-03-25,Niger,Bonaire,9,3,1321,838,win
2025-03-25,Sweden,Northern Ireland,12,8,1744,1559,win
2025-03-25,Switzerland,Luxembourg,6,5,1814,1445,win
2025-03-25,Bolivia,Uruguay,2,6,1658,1948,tie
2025-03-25,Colombia,Paraguay,4,11,1977,1775,tie
2025-03-25,Venezuela,Peru,4,4,1744,1723,win
2025-03-25,Argentina,Brazil,12,8,2108,1996,win
2025-03-25,Chile,Ecuador,8,11,1713,1910,tie
2025-03-25,Iran,Uzbekistan,13,8,1838,1684,tie
2025-03-25,Kyrgyzstan,Qatar,6,5,1281,1524,win
2025-03-25,North Korea,United Arab Emirates,1,5,1387,1533,lose
2025-03-25,South Korea,Jordan,9,7,1774,1617,tie
